content,score,at
"Knapa setiap kali buka aplikasi tdk bisa langsung login, pilihannya cuman ada 2, beli simcard dan aktivasi kartu, padahal di diaktivasi, tdk ada menu login",2,05/03/2021 00:25
Perbaiki donk jaringan nya! area rumah susun / gedung sangat lemah jaringan nya!,2,04/03/2021 16:24
Sampai saat ini penggunaan datanya bagus dan stabil buat donwload dan streaming untuk lokasi jakarta,5,04/03/2021 14:10
Buruk Jaringan Jelek,1,04/03/2021 09:58
"Mantap banget, apalagi cs nya tanggap banget ngelayanin nya",5,04/03/2021 09:32
"Bonus nya bohong, masa yg di makan kuota utama doang, lah sisa kuota bonus ku di hilangkan gitu aja, gak rekomen lah nih provider, aneh",2,04/03/2021 03:48
"nyesel banget beli nih kartu, emang sih apa yang di tawarkan sangat menarik, tapi harusnya di barengi sama jaringan internet yang memadai. padahal rumah gua bukan di hutan tapi masya allah, itu knpa sinyal ilang-ilangan terus , di provider lain aman-aman saja. pas saya email pihak live onnya juga di tanggepinnya sih kaya yang iya, tapi sepertinya ngga ada tindak lanjut. jadi saya beli yang 100 GB ke atas , hanya bisa ke pake sekitar 15 GB dalam sebulan, dan itu harus di luar ruangan.. 😩😩😩😩",1,04/03/2021 02:41
"Lancar banget, nggak rugi belinya. Tapi, untuk datanya tolong diberikan detail pembagian datanya. Jadi kita tau mana yang mau habis, mana yang masih banyak datanya.",5,03/03/2021 21:03
"Bagus banggeet ,sinyal lumayan lancar .trus paketan hemat..walaupun di pake trus buat fb ig youtube .good .😊",5,03/03/2021 15:42
"Quota sebelumnya gak bs roll over, udh komplain 4hr blm ada kabar. Tolong tingkatkan kualitas layanannya.",1,03/03/2021 15:11
Asli lemot 2 hari. Di dm di twitter gak dibales. Pelayanan buruk sinyal buruk banget ketika gangguan.,1,03/03/2021 13:10
"Mantap nih kuota besar harga wow,,,",5,03/03/2021 10:26
"1bln pemakaian bgs banget jaringannya, setelah 3bln pemakaain jaringan jadi ngeyel",1,03/03/2021 04:26
"Jaringan jelek di Tegal, ngilang mulu, E lg",1,03/03/2021 02:52
Simple & mudah di pahami,5,02/03/2021 16:32
Tolong perbanyak pilihan paket nya,5,02/03/2021 12:54
Mantap paketnya,5,02/03/2021 00:55
"Kenapa 2 hari ini kartu live on saya tdk bisa digunakan,kuota masih banyak dan masih ada masa aktifnya",2,01/03/2021 10:56
Sudah enak praktis cuma kurangnya paket pilihan nya sedikit. Mungkin kedepannya harus di tambahkan beberapa opsi paket lain,5,28/02/2021 12:10
"udah 2 hari sinyaaal lemoooot, daerah bintara bekasi barat. tolong di tanggulangi secepatnya!!!",1,28/02/2021 07:41
"nomor pesanan sim tidak bisa terus, ini kenapa? saya kasih bintang 5 klo ada tanggapan dan masalah ini terpecahkan",1,28/02/2021 05:36
Cek jumlah sms gratis gak bisa..,4,27/02/2021 15:06
"Aktifasinya ribet sekali, berkali-kali ngisi ada aja yang salah padahal saya ngisi sudah sangat berhati2. Auk ah ribet..",2,27/02/2021 11:38
"Dimedan si mantap yah, tingkatkan lagi",5,27/02/2021 05:41
Kuota sisa 40GB kok lemot,3,27/02/2021 02:01
Sama seperti yang lain commentnya ya,3,26/02/2021 16:45
"Bagus dan lebih murah, kuota gede,, cuman di app, yang muncul status sisa bonus benefitnya hanya nelpon aja /menit, sedangkan bonus SMS tidak muncul, jadi gak tahu sisa bonus SMS nya tinggal berapa",5,26/02/2021 14:06
"Selama 1 bulan jaringannya buruk terus, padahal domisili jakarta utara, NYESEL udah beli!!",1,26/02/2021 13:20
Bagus banget banget banget!!!,5,26/02/2021 10:46
"Tolong dong jaringan di kelurahan kapuk kecamatan cengkareng diperbaiki. Lemot banget, parah. Buka story Wa aja 5 menit baru kebuka, gimana kalo mau streaming.",2,26/02/2021 02:14
"Setelah update malah tidak bisa perbarui paket via app. Stuck di pilihan pembayaran, di klik opsi bayar apapun yg muncul icon loading muter muter dan muter. Tadinya pengen bayar via shopeepay biar dpt cashback,eh malah bikin kesel krn loading bae. Di halaman depan app juga ada kalimat yg typo PEMBAYANMU MASIH DIPROSES. Bintang 4 untuk kualitas internet live on, bintang 1 buat developer appsnya 👎",1,25/02/2021 23:53
Aplikasinya bagus,5,25/02/2021 13:18
Paket add on ultra stream masa aktifnya kurang bagus kenapa gak 30 hari,3,24/02/2021 16:00
Tidak worth it di daerah pelosok. Percuma murah tapi sinyal jelek.,1,24/02/2021 15:14
Jaringan buruk banget buset buat YouTube ajah sering banget loading nyesel belinya,1,24/02/2021 13:31
"Gk ada detail kuota nya, padahal kuota dipisah pisah, jadi gk tau mana kuota stream mana kuota utama. Mohon di update selanjutnya untuk ditambahkan detail kuota, trims.",3,24/02/2021 06:02
sinyal nya suka ngilang-ngilang. xl bukan axis bukan. nyesel,1,23/02/2021 14:17
Aku beri bintang lima karena jaringan lancar Dan kemdala aku gk ada kuota unlimited,5,23/02/2021 07:30
Sinyal nya ancur2an. Kuota rebolver bohong. Setelah perpanjang ttp aja angus. Jaringan 4.5G. Cuma nama doang sangat tidak rekomendasi. Kuota murah tp jaringan dan pelayanan murahan sebanding dengan harga.,1,23/02/2021 07:29
Min Adain dong fitur unreg di apk live.on biar mudah klw ada promo beli Kouta baru di shopee,5,22/02/2021 10:27
"Cukup bagus, tolong dibuatkan info kuota lebih detail lagi, kuota utama dan add on dipisah jangan dijadikan satu",2,22/02/2021 01:10
Kouta rollover saya kok hilang ya .. 56 GB.. saya isi ulang cuma 25GB .harus nya jadi 71 GB🙃. Pada hal isi Kouta sebelum masa tenggang terus,1,21/02/2021 13:29
Tolong perbaiki kualitas jaringannya. Sangat amat tidak nyaman dengan sinyal yang sangat buruk bin burik.,2,21/02/2021 09:22
Butut sinyalnya,1,21/02/2021 08:54
Perbanyak pilihan paket data kalau bisa di adaain paket unlimited yang di batasi kecepatan internet 2 mbps,4,21/02/2021 06:34
Untuk sinyal di daerah saya yg trmsuk pdaalaman trmsuuk bgus & cpat. Tp sprti yg lainnyi tling duprjelas kuota utama & addon dipisah.jd thu sisa brp gb gtu,3,21/02/2021 04:10
Ngebut sih lumayan cuma gasampe 30 hari udh abis aja heheee,5,20/02/2021 23:59
"Jaringannya masih kurang gk stabil kebanyakan timed out, hoax roll over beli add-on 50gb nambah kagak ilang iya makasi live on buang2 duit saya :)",1,20/02/2021 17:35
"Kenapa Saya selalu gagal dalam aktifasi kartu sim nya. Padahal informasi yg Saya masukan sudah benar Dan kk Saya pun baru , Nik Saya pun tidak pernah dipakai untuk aktivasi kartu xl sebelum nya.",1,20/02/2021 13:29
Saran saya ada fitur pulsanya jangan hanya transaksi via bank / dompet digutal. Lebih bagus ada fitur saldonya,5,20/02/2021 12:46
"Beli mahal jaringan ampas, padahal di pejaringan jakarta utara. DKI Jakarta loh",1,20/02/2021 10:52
Sinyal Ampas.... Sudah langganan 3 Bulan Bukan nya makin membaik malah Makin ampas,1,20/02/2021 02:53
"Tolong di beri banyak penjelasan yg lebih detail mengenai berbagai macam paket yg ada di dalam aplikasi. Beri penjelasan juga tentang kuota yg harusnya tidak di bulatkan, saya jadi bingung mana kuota streaming dan social media.",3,20/02/2021 01:02
Min kartu ini seumur hidup apa ada masa aktif nya?,4,19/02/2021 13:48
"Dear live.on Diketerangan data yang tidak habis bisa di rollover sampai 1000gb walaupun masa aktif paket telah berakhir, tapi nyatanya data internet saya masih ada sekitar 70gb dan hilang gitu aja, yang terpakai malah emergency quota, dan setelah saya beli paket baru, data yang lama tetap ga ditambahkan ke paket yang baru, dan akhirnya yang terpakai dan berkurang adalah data yang baru. Jujur kecewa banget kalo kaya gini",1,19/02/2021 13:27
Buat game sinyal gak stabil,3,19/02/2021 07:26
Ak tau knp skrg rating nya turun bgt. Stlah lama brlngganan kcepaan menurun! Abis gtu checkout via aplikasi lama pake banget,1,19/02/2021 06:38
"Secara tampilan bagus, tapi sayangnya gabisa bedain mana kuota utama mana kuota bonus. Jadi ketika rollover kita gatau apakah itu kuota utama kita sisa berapa. Tolong dibuat pengembangan dengan cara keterangan kuota utama dan kuota add on dipisah dan juga soal rollover data ubah keterangannya maksimal 1GB bukan hingga 1000GB.",2,19/02/2021 02:58
"Mau nyobain provider baru dari XL ternyata pengiriman lama, lambat sampe satu minggu... Blm kunjung datang... Ampun dah ini mah bad service bgt... Tolong lah kalian kan penjual... Lebih utamakan pelayanan prima yaah buat konsumen agar kebutuhan keinginan konsumen itu terpenuhi dan kalian juga merasa puas karna produknya di beli oke... Intinya kecewa bad",2,18/02/2021 16:53
Kualitas jaringan internet sangat sangat BURUK. pertama aja normal masuk 2 3 bulan jaringan internet seperti keong.sangat BURUK. MENDING KARTU PERDANA LAIN AJA JANGAN XL DAN PATNER NY.👎,1,18/02/2021 15:00
"Pas pertama bca iklanya, katanya kuota yg ga habis tidak akan hilang jika di isi ulang sbelum tgl exp.bisa di stak sampe 1000gb Tp kenyataanya kuota saya 40gb ilang stelah 30hari dari pembelian. Pdahal saya dah isi ulang kuota sbelum tgl exp. Kcewa, ga sesuai iklan",1,17/02/2021 15:39
Nih saya ubah ke 5 bintang.karena pihak live.on bertanggung jawab atas kesalahan sistem yang ada di kartu saya..dan admin sangat sabar melayani saya dengan sepenuh hati..sampai di kasih bonus atas tanda terimakasih ...sukses selalu live.on,5,17/02/2021 12:13
Tampilan oke tapi tolong kasih pembeda buat sisa paketnya biar tau penggunaannya udah sampai mana,3,17/02/2021 11:39
Ini gimana masa baru perbarui data yang 150 GB masa aktif 180 hari langsung tidak bisa di pake. Internet langsung tidak muncul.di komplain suruh benerin apn. Apn udah live on masih g bisa juga.,1,17/02/2021 05:21
Mantap untuk daerah Tangsel jaringan nya bagus cuman di jam jam tertentu kadang kadang jaringannya down,5,17/02/2021 03:36
"Kuotaku msh banyak,,mau aktivasi g bisa msuk tampilanya muter trus.. gmn nih solusinya",1,17/02/2021 02:43
"Jaringan nya jelek banget awal-awal doang bagusnya makin kesini makin ancur jaringannya lemot parahhhh, not recomended banget 😤",1,16/02/2021 16:08
"Tolong tampilkan Masing masing data nya, jangan di satukan.",3,16/02/2021 16:06
Mantap...murah dan josss,5,15/02/2021 16:50
Sinyal jelek cok kntl asu,1,15/02/2021 15:28
"Min perbaiki jaringan di daerah saya, perumahan surung dayung, kabupaten Ciamis, disana sinyal 4G jelek",1,15/02/2021 13:36
"Lumayan kecepatan internetnya, tapi kadang tiba2 lemot bngt. Over all good lah",4,15/02/2021 12:55
Tolong buat perbedaan antara kuota add on dan kuota utama biar bisa memperkirakan kapan harus top up,4,15/02/2021 04:26
Wah ini paraha sih,1,14/02/2021 20:06
"Mau login aja ribet... Baru aktivasi, udah selesai sms blg udah aktif. Tiba login gakbisa. Nontelco... Anehhhh dan ribet",1,14/02/2021 19:14
"Sinyal naik turun kayak harga cabe, cuman dapet merahnya doang pedesnya kurang berasa. Apalagi kalau musim penghujan gini.... wiiihhh dijamin basah dan tidak kering",1,14/02/2021 18:19
Untuk para pekerja sinyal live on mohon infonya dong padahal sinyal full tapi buka YouTube aja lag banget sinyal nya bagus tapi. Lag banget kecewa banget sih. Padahal pertama kali pakai kartu ini kesannya udah buruk,2,14/02/2021 14:08
"Secara keseluruhan sudah sangat baik..signal mantaps betul. Cuma satu sih yang kurangnya dalam tampilan di aplikasinya ajh kurang jelas..entah itu pembagian kuotanya,pilihan paket utamanya juga gak tampil",2,13/02/2021 16:08
"Ini Apk mantap banget, paketannya juga banyak, gua recomendasiin.",5,13/02/2021 11:23
"Kak, kapan tampilan kuotanya dipisah, susah soalnya buat cek sisa kuota reguler",5,13/02/2021 07:18
"Ko makin kesini makin parah ya sinyal.a .. lemot parah sumpah, awal awal pas beli mah stabil dan cepet tp akhir akhir ini parah bgt sinyal.a .. Lokasi Depok",3,12/02/2021 13:18
"YUK PAKE KODE ""K L 1 Y 7 W 0 T"" Buat dapetin 5GB!!!!! MAKASIH",5,12/02/2021 10:27
"Terimakasih live on, quota data lumayan, harga juga lumayan Ya dibanding dengan paket yang lain saya lebih rekomendasi live on, pembaharuan paket setiap bulan bisa terkoneksi dengan shopee pay Selain ada paket data, juga ada gratis telpon, sisa quota bulanan ditambahkan dengan quota terbaru.",5,12/02/2021 09:36
"Tolong dong aplikasi di perbarui lagi supaya bisa liat kuota utama dah kuota add on Masa saya beli kuota add on YouTube , pas nonton YouTube malah yang terpakai kuota reguler duluan , Jadi malah abis duluan kuota reguler nya Kecewa parah",1,11/02/2021 22:34
"Gilaaa sih ini provider digital yang nawarin kuota besar dengan harga yang masuk akal, kualitas jaringannya juga oke banget, apalagi buat nge game stabil parah..... Recommended bgt deh buat yang pengen kuota besar 24 jam tanpa dibagi-bagi. Luv🥰😘",5,11/02/2021 15:45
Bagus sinyal nya di bekasi barat,5,11/02/2021 14:52
kecewa padahal muncul jaringan tapi gak bisa internetan ini gimana toh jujur dua bulan lalu oke² aja pas abis isi ulang kk jaringan ngadat mana sekarang seharian gk bisa akses internet,2,11/02/2021 14:03
"Maaf y seumur"" blm pernah kasi bintang 1, baru kali ini, bintang 1 bukan untuk aplikasinya tp untuk provider nya. Maaf, terpaksa uninstall & *lirik by.u",1,11/02/2021 07:21
"Tkp ane sinyal wuzzzhhh kenceng bgt asliii !!! Tpi sayang aplikasi nya error mulu ""Failed to Fetch"" kalo jalan di hp kalo di desktop bisa diperbaiki ya. Live on luar biasa :)",5,11/02/2021 03:06
"Jelek bgt aplikaainya, ini mau beli paket ga bisa load halaman pembayarannyanya error terus, kesannya cuma bisa sekali pakai kartunya padahal promonya rollover, tapi klo ga bisa bli paket sama aja",1,10/02/2021 16:54
Nyesel beli liveon jaringan bnyak offline sekali nya on ga stabil kya kaga pake kuota dah buang aja lah nyusahin,1,10/02/2021 16:45
Tambahin detail info kuota utama dan add on nya ya 😊,1,10/02/2021 12:03
"dari keseluruhan sih bagus , cuma masalah penampilan paket . harusnya ada rinciannya berapa kuota utama , berapa kuota add on itu aja sih",4,10/02/2021 05:25
Puas banget dan murah harganya dibanding yg lainnya....,5,09/02/2021 23:46
"Maunya apa sih TAIK LAH, MALES NAMBAH PAKET LAGI, SINYAL GAPERNAH BERES",1,09/02/2021 16:47
"Gimana ceritanya ini, saya liat iklan di shopee menarik kayanya nih provider apa satu jaringan sama XL paket oke boleh pas udah di order dan nyampe banyak kendala pas login ribet, eh trus pas berhasil ini boro2 4,5G data selulernya aja ga muncul2 sialan buang-buang duit 125rb. XL di daerah saya kenceng ini live on provider apa? Coba jangan bikin pembeli/pelanggan kartu merasa kecewa dan buang uang secara percuma",1,09/02/2021 16:46
"Kuota melimpah, harga bersaing, jaringan cepat, sekedar saran jika ada add on untuk pembelian masa aktiv tambahan tentunya dengan harga yang tidak mahal ya. 👍👍👍",5,09/02/2021 03:44
Ini kenapa eror jaringannya hilang setelah memperbarui paket. Dan tanggepan serta live chatnya lamban . Mohon ditingkatkan :),5,08/02/2021 22:10
aplikasi buruk.. tulisan bertumpuk tumpuk.. tidak bisa dan sulit untuk mengakses button aktivasi..,1,08/02/2021 18:50
Sekarang sinyal kurang stabil tolong di berbaiki,5,08/02/2021 12:21
"Bagus si, cuma untuk jaringan astaga, di kota kediri lemot bet",4,08/02/2021 12:00
"Bahagia banget, ada live on kuliah daring tidak perlu ke restoran untuk mencari wifi krna bonus kuotanya bnyak 🥰",5,08/02/2021 01:59
Lumayan satu bulan 50GB. Nyaman. Tidak pernah ada masalah,5,08/02/2021 01:08
"Pengalaman baru, banyak peningkatan pada jaringan dan tambahkan lagi pilihan kuota utama.",5,07/02/2021 16:44
Mohon maaf 3 dulu ya soalnya dri kmrn2 aku ngga bisa aktivasi kartu ini pdhl no.nik dn KK dah bener dn nomor nik baru TK pake 1x buat aktivasi kartu xl Ini gimana ya tolong solusinya,3,07/02/2021 15:43
Sepertinya aku adalah orang yg kesekian yg kecewa dengan provider ini... G recomended !!!!,1,07/02/2021 14:53
"Cukup bagus sampai saat ini dg jml GB yg besar bisa di gunakan satu keluarga walau d Batasin 1 GB per hari nya,, kelebihan GB jg ga bagus hitung"" anak d Batasin maen games nya 😁👍. Untuk sinyal hampir semua sama ada on off tergantung cuaca. Tqu",4,07/02/2021 13:14
"Jika liveon hanya memfokuskan PROMOSI pada pengguna baru tanpa memikirkan pengguna lama, lambat laun liveon akan ditinggalkan.",2,07/02/2021 07:59
Kecepatan Download lama pisan.. mentok 500kbps tp kuota ttp boros .. Buang waktu buang duit ya memang bukan urusan anda tp saya tetap rugi,1,06/02/2021 14:42
"Secara tampilan sudah bagus dan mudah. Saran saya coba tampilkan penggunaan setiap paket yang berbeda. Contoh, paket utama dengan add on, sehingga kita dapat mengetahui penggunaan setiap paket. Bisa juga dengan membedakan warna pada lingkaran penggunaan paket dan diberikan keterangan, contoh hijau add on, ungu kuota utama, dan lainnya.",4,06/02/2021 10:41
Lemot nya minta ampun. 4.5G SL ke lelep sama jaringan tetangga. Perbaikilah jangan cuman motto doang dipublish cari sempati kalau pelayanan nya masi mines.,2,06/02/2021 00:36
"Jelek banget sumpah demi apapun dah lebih bagus By.U sinyalnya buat main game aja 4.5G penuh kaga jalan trus buat sosmed sama aja lihat ytb di kualitas 240P mentok, nyesel dah jangan pada beli",1,05/02/2021 15:05
Sinyal jelek sekali,1,05/02/2021 14:59
Paket nya gila gila harga murah,5,05/02/2021 05:52
Bagus sekali bagussssss,5,05/02/2021 05:07
Download 80mb nympe 1 jam . Provider Asu,1,05/02/2021 04:13
"Mohon untuk memperbaiki jaringan. Akhir-akhir ini sinyal selalu tidak stabil pagi, siang, malam sudah hampir 2 minggu. Jika begini terus sebaiknya saya beralih ke byU. Terimakasih",3,04/02/2021 14:48
"jaringan semakin parah.. boro2 5G 4G, ini mah lebih parah lemotnya drpda edge..klo masih begini terus, sy akan stop berlangganan..padahal sudah 3x isi ulang..pelanggan bukannya dibikin nyaman & semakin senang , ini malah dibikin kecewa..",1,04/02/2021 14:15
"Aplikasi busuk,, otp ga pernah masuk",1,04/02/2021 11:46
"Gw kasi 2 star, solnya di tempat saya kadang H+, lebih paranya lagi pas lagi ada kegiatang kantor Tiba"" berubah jadi H+, dan jaringan hilang gk lama smpe"" kena marah gw🤦‍♂🤦‍♂",2,04/02/2021 10:23
"Sisa paket data tdk di rollover , pdahal sudah aku perpanjang sbelum masa aktif habis ,, katanya sisa paket data di rollover ke bulan brikutnya saat diperpanjang",2,04/02/2021 10:06
"Sinyal mantap, msh banyak kekurangannya sih, tpi udh keren dh",4,04/02/2021 08:25
Koneksi jaringan internet terburuk,1,04/02/2021 07:29
Murah tapi gak murahan 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5,04/02/2021 07:13
"Tambah parah sekali ni provider.... Saya pengguna lama sangat kecewa, makin hari makin kacau... Akhir akhir ini jaringan sinyal lossss g kedeteck, 3 kali restart hp barulah muncul lagi sinyal tapi cuma 3g itupun jaringan internet g bisa nyala... Tambah aneh, dan sangat kecewa sekali...",1,04/02/2021 04:49
